#Meteo hourly data
#Site, Solcast_site_16.377522_49.101445
#Country, Czechia
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 49.1014
#Longitude, 16.3775
#Altitude, 212
#Time Zone, 1.0
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
2020,1,1,0,0,1.1,-17,0.0,-1.4,0,0,0,0,0.57,0.0,992.8,326,4.1,0.18,153
2020,1,1,1,0,0.7,-43,0.0,-1.5,0,0,0,0,0.59,0.0,993.0,324,3.5,0.18,148
2020,1,1,2,0,0.3,-63,0.0,-1.7,0,0,0,0,0.6,0.0,993.0,320,2.6,0.18,140
2020,1,1,3,0,-0.1,-78,0.0,-1.8,0,0,0,0,0.62,0.0,993.1,310,2.1,0.18,131
2020,1,1,4,0,-0.4,-90,0.0,-2.0,0,0,0,0,0.66,0.0,993.1,299,1.9,0.18,121
2020,1,1,5,0,-0.7,-101,0.0,-2.1,0,0,0,0,0.7,0.0,993.2,291,1.8,0.18,112
2020,1,1,6,0,-0.8,-111,0.0,-2.0,0,0,0,0,0.74,0.0,993.5,282,1.9,0.18,102
2020,1,1,7,0,-0.7,-122,0.0,-1.9,0,2,0,1,0.76,0.0,993.7,276,2.0,0.18,93
2020,1,1,8,0,-0.4,-134,0.0,-1.8,22,273,29,50,0.77,0.0,993.9,279,2.2,0.18,86
2020,1,1,9,0,0.6,-146,0.0,-1.6,43,581,109,152,0.76,0.0,994.1,286,2.6,0.18,79
2020,1,1,10,0,1.8,-159,0.0,-1.5,50,711,186,236,0.75,0.0,994.3,295,2.8,0.18,75
2020,1,1,11,0,2.8,-174,0.0,-1.3,53,757,227,279,0.76,0.0,994.5,303,2.8,0.18,73
2020,1,1,12,0,3.3,172,0.0,-1.0,52,756,225,277,0.8,0.0,994.4,300,2.8,0.18,73
2020,1,1,13,0,3.3,158,6.4,-0.7,70,562,145,216,0.84,0.0,993.7,296,2.8,0.18,75
2020,1,1,14,0,2.7,145,25.5,-0.6,90,94,18,108,0.87,0.0,993.2,303,2.4,0.18,80
2020,1,1,15,0,1.4,132,4.0,-0.9,22,194,18,40,0.87,0.0,993.2,316,2.1,0.18,86
2020,1,1,16,0,0.3,121,0.0,-1.4,0,0,0,0,0.86,0.0,993.3,322,2.0,0.18,94
2020,1,1,17,0,-0.3,110,0.0,-1.9,0,0,0,0,0.8,0.0,993.5,321,1.6,0.18,103
2020,1,1,18,0,-0.6,100,0.0,-2.2,0,0,0,0,0.67,0.0,994.0,313,1.2,0.18,113
2020,1,1,19,0,-0.8,89,0.0,-2.5,0,0,0,0,0.55,0.0,994.3,297,1.1,0.18,122
2020,1,1,20,0,-0.9,76,0.0,-2.9,0,0,0,0,0.49,0.0,994.0,293,1.1,0.18,132
2020,1,1,21,0,-1.0,61,0.0,-3.3,0,0,0,0,0.46,0.0,993.7,296,1.1,0.18,141
2020,1,1,22,0,-1.0,41,0.0,-3.8,0,0,0,0,0.44,0.0,993.6,300,1.0,0.18,149
2020,1,1,23,0,-1.0,14,0.0,-4.3,0,0,0,0,0.43,0.0,993.7,309,0.8,0.18,153
2020,1,2,0,0,-0.9,-17,0.0,-5.0,0,0,0,0,0.42,0.0,993.4,321,0.9,0.18,153
2020,1,2,1,0,-0.8,-43,0.0,-5.7,0,0,0,0,0.41,0.0,992.9,327,0.8,0.18,148
2020,1,2,2,0,-0.8,-63,0.0,-6.2,0,0,0,0,0.39,0.0,992.4,337,0.4,0.18,140
2020,1,2,3,0,-0.8,-78,0.0,-6.6,0,0,0,0,0.37,0.0,992.1,25,0.3,0.18,131
2020,1,2,4,0,-0.8,-90,0.0,-6.8,0,0,0,0,0.37,0.0,992.1,80,0.5,0.18,121
2020,1,2,5,0,-1.0,-101,0.0,-6.8,0,0,0,0,0.37,0.0,992.1,106,0.6,0.18,112
2020,1,2,6,0,-1.3,-111,0.0,-7.0,0,0,0,0,0.37,0.0,992.3,151,0.3,0.18,102
2020,1,2,7,0,-1.4,-122,0.0,-7.3,0,4,0,1,0.36,0.0,992.1,230,0.6,0.18,93
2020,1,2,8,0,-0.8,-134,0.7,-7.4,20,355,37,56,0.36,0.0,991.5,248,0.9,0.18,86
2020,1,2,9,0,0.6,-146,2.5,-7.3,44,624,116,160,0.36,0.0,991.4,158,0.1,0.18,79
2020,1,2,10,0,1.9,-159,3.0,-7.0,59,701,184,242,0.35,0.0,991.6,109,0.9,0.18,75
2020,1,2,11,0,2.7,-173,1.1,-6.7,53,794,239,292,0.35,0.0,991.4,118,1.1,0.18,72
2020,1,2,12,0,3.1,172,7.4,-6.4,87,616,184,272,0.35,0.0,990.9,120,1.1,0.18,73
2020,1,2,13,0,3.0,158,14.1,-5.9,105,410,104,209,0.35,0.0,990.1,124,1.0,0.18,75
2020,1,2,14,0,2.2,145,2.1,-5.4,40,623,112,153,0.36,0.0,989.2,130,1.1,0.18,80
2020,1,2,15,0,0.7,132,0.3,-5.7,17,310,31,48,0.37,0.0,988.6,131,1.1,0.18,86
2020,1,2,16,0,-0.5,121,0.0,-5.9,0,0,0,0,0.37,0.0,988.6,125,1.0,0.18,94
2020,1,2,17,0,-0.9,110,0.0,-5.9,0,0,0,0,0.38,0.0,988.7,134,0.9,0.18,103
2020,1,2,18,0,-1.1,100,0.0,-5.8,0,0,0,0,0.39,0.0,989.0,158,1.0,0.18,112
2020,1,2,19,0,-1.4,89,0.0,-5.7,0,0,0,0,0.4,0.0,989.2,168,1.0,0.18,122
2020,1,2,20,0,-1.5,76,0.0,-5.4,0,0,0,0,0.42,0.0,988.8,152,0.9,0.18,132
2020,1,2,21,0,-1.6,61,0.0,-5.1,0,0,0,0,0.43,0.0,988.5,140,0.9,0.18,141
2020,1,2,22,0,-1.8,41,0.0,-4.8,0,0,0,0,0.44,0.0,988.4,154,0.8,0.18,149
2020,1,2,23,0,-1.9,14,0.0,-4.5,0,0,0,0,0.46,0.0,988.4,159,0.8,0.18,153
2020,1,3,0,0,-2.1,-17,0.0,-4.4,0,0,0,0,0.52,0.0,988.3,157,1.1,0.17,153
2020,1,3,1,0,-2.3,-43,0.0,-4.2,0,0,0,0,0.6,0.0,988.2,163,1.2,0.17,148
2020,1,3,2,0,-2.4,-63,0.0,-4.0,0,0,0,0,0.66,0.0,987.9,164,1.0,0.17,140
2020,1,3,3,0,-2.5,-77,0.0,-3.8,0,0,0,0,0.7,0.0,987.5,159,1.0,0.17,131
2020,1,3,4,0,-2.6,-90,0.0,-3.7,0,0,0,0,0.75,0.0,987.4,159,1.0,0.17,121
2020,1,3,5,0,-2.6,-101,0.0,-3.6,0,0,0,0,0.78,0.0,987.4,167,1.0,0.17,112
2020,1,3,6,0,-2.9,-111,0.0,-3.7,0,0,0,0,0.78,0.0,987.8,184,0.9,0.17,102
2020,1,3,7,0,-3.1,-122,0.0,-3.9,0,2,0,1,0.74,0.0,987.8,180,1.0,0.17,93
2020,1,3,8,0,-2.7,-133,19.0,-3.9,32,34,3,35,0.71,0.0,987.4,160,1.3,0.17,86
2020,1,3,9,0,-1.9,-146,45.8,-4.0,81,0,0,81,0.7,0.0,987.1,160,1.6,0.17,79
2020,1,3,10,0,-1.0,-159,55.9,-4.1,103,0,0,103,0.79,0.0,986.8,165,1.9,0.17,75
2020,1,3,11,0,-0.1,-173,57.7,-4.2,116,0,0,116,0.92,0.0,986.3,171,2.1,0.17,72
2020,1,3,12,0,0.5,172,57.3,-4.2,117,0,0,117,0.94,0.0,985.8,183,2.1,0.17,73
2020,1,3,13,0,0.7,158,53.8,-4.1,104,0,0,104,0.93,0.0,985.1,185,2.2,0.17,75
2020,1,3,14,0,0.5,145,29.9,-3.9,79,100,15,94,1.01,0.0,984.3,173,2.1,0.17,80
2020,1,3,15,0,-0.2,133,30.3,-3.8,28,58,6,34,1.03,0.0,983.8,163,2.1,0.17,86
2020,1,3,16,0,-0.9,121,55.7,-3.8,0,0,0,0,0.95,0.0,983.6,167,2.0,0.17,94
2020,1,3,17,0,-1.1,110,44.6,-3.8,0,0,0,0,0.92,0.0,983.9,187,1.9,0.17,103
2020,1,3,18,0,-0.9,100,37.9,-3.6,0,0,0,0,1.04,0.0,984.3,209,2.2,0.17,112
2020,1,3,19,0,-0.1,89,71.5,-3.4,0,0,0,0,1.26,0.0,984.3,218,2.5,0.17,122
2020,1,3,20,0,1.1,76,65.0,-3.0,0,0,0,0,1.38,0.0,983.8,224,2.7,0.17,132
2020,1,3,21,0,1.9,61,61.3,-2.0,0,0,0,0,1.31,0.0,983.4,237,3.2,0.17,141
2020,1,3,22,0,2.1,41,29.1,-0.9,0,0,0,0,1.21,0.0,983.1,251,3.5,0.17,148
2020,1,3,23,0,2.3,14,0.0,-0.0,0,0,0,0,1.24,0.0,983.2,265,3.6,0.17,153
2020,1,4,0,0,3.0,-16,3.4,0.5,0,0,0,0,1.28,0.0,983.1,267,4.7,0.15,153
2020,1,4,1,0,3.8,-43,0.0,1.0,0,0,0,0,1.3,0.0,982.5,264,5.9,0.15,148
2020,1,4,2,0,4.2,-62,0.0,1.6,0,0,0,0,1.38,0.0,981.9,271,6.0,0.15,140
2020,1,4,3,0,4.6,-77,5.7,2.4,0,0,0,0,1.42,0.0,981.8,280,6.1,0.15,131
2020,1,4,4,0,4.9,-89,66.6,3.0,0,0,0,0,1.37,0.0,982.1,283,5.9,0.15,121
2020,1,4,5,0,4.6,-100,57.5,2.8,0,0,0,0,1.27,0.0,982.4,287,5.1,0.15,112
2020,1,4,6,0,3.9,-111,11.1,2.2,0,0,0,0,1.14,0.0,982.9,296,4.1,0.15,102
2020,1,4,7,0,2.9,-122,37.0,1.2,0,0,0,0,1.02,0.0,983.3,305,3.8,0.15,93
2020,1,4,8,0,2.2,-133,41.6,0.1,26,0,0,26,0.95,0.0,983.7,306,4.4,0.15,86
2020,1,4,9,0,2.4,-146,33.2,-0.1,99,17,3,102,0.9,0.0,983.8,306,4.6,0.15,79
2020,1,4,10,0,3.1,-159,42.5,-0.4,134,2,0,135,0.85,0.0,983.9,299,4.6,0.15,75
2020,1,4,11,0,3.7,-173,43.4,-0.8,158,0,0,158,0.86,0.0,983.8,294,5.0,0.15,72
2020,1,4,12,0,3.9,172,27.4,-1.3,166,116,35,201,0.9,0.0,983.3,295,5.3,0.15,72
2020,1,4,13,0,3.6,158,35.4,-1.5,148,3,1,149,0.96,0.0,982.4,291,5.1,0.15,75
2020,1,4,14,0,3.2,145,29.9,-1.5,91,53,8,99,1.0,0.0,981.4,285,4.7,0.15,80
2020,1,4,15,0,2.6,133,42.5,-1.5,25,68,7,33,1.02,0.0,981.2,282,4.9,0.15,86
2020,1,4,16,0,2.1,121,59.0,-0.9,0,0,0,0,1.03,0.0,981.5,281,6.6,0.15,94
2020,1,4,17,0,2.2,110,45.5,-0.6,0,0,0,0,1.02,0.0,981.2,280,8.1,0.15,103
2020,1,4,18,0,2.3,100,43.2,-0.5,0,0,0,0,0.99,0.0,981.0,283,8.6,0.15,112
2020,1,4,19,0,2.5,89,31.1,0.2,0,0,0,0,0.99,0.0,981.0,289,9.4,0.15,122
2020,1,4,20,0,2.4,76,30.5,0.7,0,0,0,0,0.96,0.0,980.9,298,9.3,0.15,132
2020,1,4,21,0,2.3,61,21.0,0.1,0,0,0,0,0.77,0.0,981.3,313,8.2,0.15,141
2020,1,4,22,0,2.0,41,25.6,-1.7,0,0,0,0,0.54,0.0,982.4,319,7.6,0.15,148
2020,1,4,23,0,1.2,14,0.1,-3.3,0,0,0,0,0.45,0.0,983.4,317,8.1,0.15,153
2020,1,5,0,0,0.9,-16,0.0,-3.7,0,0,0,0,0.46,0.0,983.9,316,8.6,0.18,153
2020,1,5,1,0,0.7,-42,0.0,-3.7,0,0,0,0,0.46,0.0,984.6,320,8.9,0.18,148
2020,1,5,2,0,0.4,-62,0.0,-3.9,0,0,0,0,0.45,0.0,985.3,323,9.0,0.18,140
2020,1,5,3,0,0.1,-77,0.0,-4.0,0,0,0,0,0.42,0.0,985.8,323,8.6,0.18,131
2020,1,5,4,0,0.0,-89,0.0,-4.1,0,0,0,0,0.4,0.0,986.7,323,8.3,0.18,121
2020,1,5,5,0,-0.1,-100,0.0,-4.3,0,0,0,0,0.4,0.0,987.7,323,8.0,0.18,112
2020,1,5,6,0,-0.3,-111,0.0,-4.6,0,0,0,0,0.4,0.0,989.1,321,7.3,0.18,102
2020,1,5,7,0,-0.5,-122,0.0,-4.7,1,2,0,1,0.38,0.0,990.0,320,7.1,0.18,93
2020,1,5,8,0,-0.4,-133,0.0,-4.6,22,294,31,53,0.37,0.0,990.3,321,7.8,0.18,86
2020,1,5,9,0,0.4,-145,0.0,-4.7,41,632,120,161,0.37,0.0,991.1,325,8.2,0.18,79
2020,1,5,10,0,1.3,-159,0.0,-4.9,47,763,202,249,0.38,0.0,992.2,330,8.0,0.18,75
2020,1,5,11,0,1.9,-173,0.0,-5.1,48,815,249,296,0.39,0.0,992.8,332,7.5,0.18,72
2020,1,5,12,0,2.1,172,0.0,-4.9,47,816,248,295,0.41,0.0,992.7,331,7.3,0.18,72
2020,1,5,13,0,2.0,158,0.0,-4.5,44,772,203,247,0.44,0.0,992.4,329,6.9,0.18,75
2020,1,5,14,0,1.6,145,0.0,-4.4,37,659,122,159,0.45,0.0,992.3,328,5.9,0.18,79
2020,1,5,15,0,0.6,133,0.0,-4.4,19,316,33,51,0.46,0.0,992.5,325,4.8,0.18,86
2020,1,5,16,0,-0.4,121,0.0,-4.3,0,1,0,0,0.48,0.0,993.2,323,4.1,0.18,94
2020,1,5,17,0,-0.9,110,0.0,-4.2,0,0,0,0,0.5,0.0,994.0,322,3.6,0.18,103
2020,1,5,18,0,-1.3,100,0.0,-4.2,0,0,0,0,0.51,0.0,994.5,322,3.1,0.18,112
2020,1,5,19,0,-1.6,89,0.0,-4.1,0,0,0,0,0.54,0.0,994.7,320,2.6,0.18,122
2020,1,5,20,0,-1.7,76,0.0,-4.0,0,0,0,0,0.56,0.0,994.7,315,2.3,0.18,131
2020,1,5,21,0,-1.8,61,0.0,-4.1,0,0,0,0,0.58,0.0,994.7,313,2.0,0.18,141
2020,1,5,22,0,-1.9,41,0.0,-4.4,0,0,0,0,0.59,0.0,994.9,312,1.6,0.18,148
2020,1,5,23,0,-1.9,14,0.0,-4.6,0,0,0,0,0.62,0.0,995.0,307,1.4,0.18,153
2020,1,6,0,0,-2.0,-16,0.0,-4.7,0,0,0,0,0.65,0.0,994.8,303,1.2,0.18,153
2020,1,6,1,0,-2.1,-42,0.0,-4.7,0,0,0,0,0.67,0.0,994.4,284,0.9,0.18,148
2020,1,6,2,0,-2.2,-62,0.0,-4.7,0,0,0,0,0.71,0.0,993.6,253,1.0,0.18,140
2020,1,6,3,0,-2.2,-77,0.0,-4.7,0,0,0,0,0.77,0.0,993.0,256,1.0,0.18,131
2020,1,6,4,0,-2.2,-89,0.0,-4.6,0,0,0,0,0.82,0.0,993.0,283,0.8,0.18,121
2020,1,6,5,0,-1.9,-100,0.0,-4.6,0,0,0,0,0.83,0.0,993.1,313,0.7,0.18,112
2020,1,6,6,0,-1.8,-111,0.0,-4.9,0,0,0,0,0.81,0.0,993.2,303,0.6,0.18,102
2020,1,6,7,0,-1.9,-122,0.0,-5.1,1,3,0,1,0.81,0.0,993.1,231,0.6,0.18,93
2020,1,6,8,0,-1.6,-133,12.9,-5.1,34,86,9,43,0.84,0.0,992.5,189,0.9,0.18,86
2020,1,6,9,0,-1.0,-145,20.6,-5.1,93,164,30,123,0.85,0.0,992.1,186,1.4,0.18,79
2020,1,6,10,0,-0.2,-159,4.6,-5.0,70,589,160,229,0.88,0.0,991.8,196,1.8,0.18,75
2020,1,6,11,0,0.6,-173,0.0,-4.9,56,746,229,285,0.89,0.0,991.5,203,2.2,0.18,72
2020,1,6,12,0,1.0,173,0.0,-5.3,55,754,230,285,0.84,0.0,991.1,205,2.1,0.18,72
2020,1,6,13,0,1.2,158,0.0,-5.6,48,730,193,241,0.78,0.0,990.4,194,2.0,0.18,75
2020,1,6,14,0,0.9,145,0.0,-5.5,38,633,119,157,0.74,0.0,989.4,176,1.9,0.18,79
2020,1,6,15,0,-0.2,133,0.0,-5.5,19,318,33,52,0.69,0.0,988.7,160,1.8,0.18,86
2020,1,6,16,0,-1.4,121,0.0,-5.6,0,1,0,0,0.6,0.0,988.5,155,1.7,0.18,94
2020,1,6,17,0,-2.0,110,0.0,-5.6,0,0,0,0,0.52,0.0,988.7,152,1.4,0.18,102
2020,1,6,18,0,-2.3,100,0.0,-5.7,0,0,0,0,0.49,0.0,989.0,151,1.2,0.18,112
2020,1,6,19,0,-2.5,89,0.0,-5.8,0,0,0,0,0.48,0.0,989.0,154,1.2,0.18,122
2020,1,6,20,0,-2.6,76,0.0,-5.7,0,0,0,0,0.5,0.0,988.2,150,1.2,0.18,131
2020,1,6,21,0,-2.8,61,0.0,-5.8,0,0,0,0,0.51,0.0,987.4,145,1.4,0.18,140
2020,1,6,22,0,-2.9,41,0.0,-5.9,0,0,0,0,0.53,0.0,987.1,144,1.4,0.18,148
2020,1,6,23,0,-3.0,15,0.0,-6.1,0,0,0,0,0.56,0.0,987.3,147,1.3,0.18,153
2020,1,7,0,0,-3.1,-16,0.0,-6.0,0,0,0,0,0.58,0.0,987.1,161,1.1,0.16,153
2020,1,7,1,0,-3.2,-42,0.0,-5.8,0,0,0,0,0.58,0.0,986.5,163,1.2,0.16,148
2020,1,7,2,0,-3.4,-62,0.0,-5.8,0,0,0,0,0.58,0.0,985.8,151,1.4,0.16,140
2020,1,7,3,0,-3.6,-77,0.0,-5.7,0,0,0,0,0.58,0.0,985.3,149,1.2,0.16,131
2020,1,7,4,0,-3.7,-89,0.0,-5.7,0,0,0,0,0.6,0.0,985.2,146,1.1,0.16,121
2020,1,7,5,0,-3.8,-100,0.0,-5.6,0,0,0,0,0.64,0.0,985.6,149,0.9,0.16,112
2020,1,7,6,0,-4.0,-111,0.0,-5.7,0,0,0,0,0.7,0.0,986.0,164,0.8,0.16,102
2020,1,7,7,0,-4.1,-121,0.0,-5.7,1,3,0,1,0.74,0.0,986.0,173,0.8,0.16,93
2020,1,7,8,0,-3.8,-133,2.4,-5.7,25,237,26,51,0.78,0.0,986.1,173,1.0,0.16,86
2020,1,7,9,0,-2.8,-145,5.0,-5.7,63,451,83,146,0.78,0.0,986.4,163,1.1,0.16,79
2020,1,7,10,0,-1.6,-159,19.3,-5.7,133,226,60,193,0.78,0.0,986.9,165,1.2,0.16,74
2020,1,7,11,0,-0.4,-173,13.3,-5.5,128,388,120,248,0.83,0.0,987.4,194,1.1,0.16,72
2020,1,7,12,0,0.9,173,6.2,-5.0,93,565,175,268,0.88,0.0,987.6,251,1.1,0.16,72
2020,1,7,13,0,1.8,158,19.9,-4.1,119,270,75,194,0.91,0.0,987.7,277,1.7,0.16,75
2020,1,7,14,0,1.7,145,39.8,-3.3,89,20,3,92,0.92,0.0,987.7,277,1.6,0.16,79
2020,1,7,15,0,0.8,133,20.4,-2.9,36,30,3,38,0.92,0.0,987.9,282,1.7,0.16,86
2020,1,7,16,0,-0.1,121,2.0,-2.7,0,1,0,0,0.9,0.0,988.5,290,2.0,0.16,93
2020,1,7,17,0,-0.6,110,0.5,-2.6,0,0,0,0,0.9,0.0,989.3,294,2.2,0.16,102
2020,1,7,18,0,-0.9,100,0.0,-2.6,0,0,0,0,0.95,0.0,990.2,295,2.3,0.16,112
2020,1,7,19,0,-1.1,89,0.0,-2.5,0,0,0,0,1.0,0.0,990.6,299,2.2,0.16,121
2020,1,7,20,0,-1.1,76,0.0,-2.3,0,0,0,0,1.02,0.0,990.4,307,2.0,0.16,131
2020,1,7,21,0,-1.0,61,0.0,-2.0,0,0,0,0,1.02,0.0,990.3,319,1.8,0.16,140
2020,1,7,22,0,-0.8,41,0.0,-1.8,0,0,0,0,1.02,0.0,990.7,325,1.5,0.16,148
2020,1,7,23,0,-0.7,15,0.0,-1.7,0,0,0,0,1.03,0.0,991.0,323,1.3,0.16,153
2020,1,8,0,0,-0.6,-15,0.0,-1.5,0,0,0,0,1.03,0.0,991.1,307,1.1,0.18,152
2020,1,8,1,0,-0.4,-42,0.0,-1.3,0,0,0,0,1.0,0.0,991.0,274,0.8,0.18,148
2020,1,8,2,0,-0.5,-61,0.0,-1.4,0,0,0,0,0.97,0.0,990.8,250,0.8,0.18,140
2020,1,8,3,0,-0.7,-76,0.0,-1.6,0,0,0,0,0.94,0.0,990.6,236,0.7,0.18,131
2020,1,8,4,0,-0.9,-89,0.0,-1.8,0,0,0,0,0.92,0.0,990.3,207,0.6,0.18,121
2020,1,8,5,0,-1.0,-100,0.0,-1.9,0,0,0,0,0.89,0.0,990.4,193,0.6,0.18,112
2020,1,8,6,0,-1.2,-110,0.0,-2.0,0,0,0,0,0.83,0.0,990.6,181,1.2,0.18,102
2020,1,8,7,0,-1.5,-121,0.0,-2.2,1,3,0,1,0.76,0.0,990.6,188,1.6,0.18,93
2020,1,8,8,0,-1.3,-133,3.3,-2.0,26,253,27,53,0.68,0.0,990.3,198,1.4,0.18,85
2020,1,8,9,0,-0.3,-145,0.0,-1.6,42,629,121,163,0.58,0.0,990.0,192,1.3,0.18,79
2020,1,8,10,0,0.9,-158,0.0,-1.3,51,742,200,251,0.52,0.0,990.1,188,1.4,0.18,74
2020,1,8,11,0,1.8,-173,0.0,-1.1,54,791,245,299,0.52,0.0,990.2,184,1.6,0.18,72
2020,1,8,12,0,2.3,173,0.0,-0.3,53,780,242,295,0.73,0.0,990.1,179,2.1,0.18,72
2020,1,8,13,0,2.3,158,5.3,0.3,73,583,159,231,1.14,0.0,989.7,183,2.3,0.18,74
2020,1,8,14,0,1.9,145,7.8,0.4,57,437,89,146,1.55,0.0,989.2,176,1.9,0.18,79
2020,1,8,15,0,1.4,133,16.8,0.5,33,119,12,45,1.84,0.0,988.8,166,1.7,0.18,85
2020,1,8,16,0,1.1,121,71.0,0.5,0,0,0,0,1.94,0.0,988.8,174,1.6,0.18,93
2020,1,8,17,0,1.0,110,82.1,0.5,0,0,0,0,1.95,0.0,989.1,171,1.5,0.18,102
2020,1,8,18,0,0.9,100,75.1,0.5,0,0,0,0,2.06,0.0,989.4,160,1.6,0.18,112
2020,1,8,19,0,0.8,89,73.3,0.4,0,0,0,0,2.23,0.0,989.3,156,1.7,0.18,121
2020,1,8,20,0,0.7,76,73.8,0.4,0,0,0,0,2.3,0.0,988.9,163,1.7,0.18,131
2020,1,8,21,0,0.6,61,71.9,0.3,0,0,0,0,2.32,0.0,988.6,170,1.6,0.18,140
2020,1,8,22,0,0.6,41,90.6,0.2,0,0,0,0,2.35,0.0,988.3,175,1.4,0.18,148
2020,1,8,23,0,0.6,15,85.5,0.1,0,0,0,0,2.37,0.0,988.4,172,1.2,0.17,152
2020,1,9,0,0,0.7,-15,90.6,0.3,0,0,0,0,2.4,0.0,988.3,163,1.3,0.14,152
2020,1,9,1,0,0.8,-41,90.0,0.4,0,0,0,0,2.41,0.0,988.0,164,1.3,0.14,148
2020,1,9,2,0,0.8,-61,90.0,0.5,0,0,0,0,2.41,0.0,987.4,161,1.4,0.14,140
2020,1,9,3,0,0.8,-76,90.0,0.5,0,0,0,0,2.41,0.0,986.7,154,1.4,0.14,131
2020,1,9,4,0,0.7,-89,82.6,0.4,0,0,0,0,2.41,0.0,986.4,147,1.4,0.14,121
2020,1,9,5,0,0.7,-100,90.6,0.4,0,0,0,0,2.41,0.0,986.5,137,1.3,0.14,112
2020,1,9,6,0,0.6,-110,87.0,0.2,0,0,0,0,2.38,0.0,986.6,116,1.2,0.14,102
2020,1,9,7,0,0.4,-121,92.6,-0.0,0,0,0,0,2.34,0.0,986.4,115,1.1,0.14,93
2020,1,9,8,0,0.4,-133,73.1,-0.1,18,0,0,18,2.34,0.0,986.0,141,1.2,0.14,85
2020,1,9,9,0,0.4,-145,51.0,-0.1,71,0,0,71,2.33,0.0,985.7,154,1.5,0.14,79
2020,1,9,10,0,0.4,-158,53.6,-0.2,104,0,0,104,2.32,0.1,985.7,150,1.7,0.14,74
2020,1,9,11,0,0.5,-173,33.6,-0.4,167,31,10,177,2.31,0.3,985.5,146,1.8,0.14,72
2020,1,9,12,0,0.5,173,62.6,-0.7,101,0,0,101,2.28,0.4,984.9,157,1.7,0.14,72
2020,1,9,13,0,0.6,159,58.1,-1.0,93,0,0,93,2.22,0.5,984.1,146,1.4,0.14,74
2020,1,9,14,0,0.6,145,32.1,-1.1,94,16,2,96,2.15,0.5,983.3,129,1.7,0.14,79
2020,1,9,15,0,0.6,133,34.9,-1.2,32,33,4,36,2.08,0.5,982.9,136,2.1,0.14,85
2020,1,9,16,0,0.3,121,33.8,-1.3,1,0,0,1,2.0,0.5,982.8,141,2.4,0.14,93
2020,1,9,17,0,-0.1,110,60.2,-1.4,0,0,0,0,1.87,0.5,982.8,143,2.3,0.14,102
2020,1,9,18,0,-0.4,100,63.0,-1.7,0,0,0,0,1.76,0.5,982.9,140,2.0,0.14,111
2020,1,9,19,0,-0.6,89,61.6,-2.0,0,0,0,0,1.71,0.5,982.7,134,1.9,0.14,121
2020,1,9,20,0,-1.0,76,59.4,-2.1,0,0,0,0,1.61,0.5,982.2,133,1.9,0.14,131
2020,1,9,21,0,-1.3,61,60.8,-2.3,0,0,0,0,1.52,0.5,981.8,132,1.8,0.14,140
2020,1,9,22,0,-1.5,41,46.5,-2.4,0,0,0,0,1.52,0.5,981.6,129,1.7,0.14,148
2020,1,9,23,0,-1.6,15,40.1,-2.5,0,0,0,0,1.58,0.5,981.5,128,1.7,0.14,152
2020,1,10,0,0,-1.7,-15,41.6,-2.5,0,0,0,0,1.65,0.3,981.3,127,1.5,0.18,152
2020,1,10,1,0,-1.8,-41,2.4,-2.4,0,0,0,0,1.69,0.0,981.0,126,1.4,0.18,148
2020,1,10,2,0,-1.9,-61,16.7,-2.5,0,0,0,0,1.71,0.0,980.6,126,1.5,0.18,140
2020,1,10,3,0,-1.9,-76,38.0,-2.6,0,0,0,0,1.69,0.0,980.5,126,1.6,0.18,131
2020,1,10,4,0,-1.8,-88,46.1,-2.6,0,0,0,0,1.61,0.0,980.6,131,1.6,0.18,121
2020,1,10,5,0,-1.6,-99,42.0,-2.6,0,0,0,0,1.53,0.0,980.7,146,1.5,0.18,112
2020,1,10,6,0,-1.6,-110,34.0,-2.5,0,0,0,0,1.49,0.0,981.1,147,1.5,0.18,102
2020,1,10,7,0,-1.8,-121,15.0,-2.5,1,0,0,1,1.51,0.0,981.5,144,1.5,0.18,93
2020,1,10,8,0,-1.6,-132,24.0,-2.5,36,4,0,37,1.54,0.0,981.8,159,1.6,0.18,85
2020,1,10,9,0,-1.0,-145,36.3,-2.4,95,0,0,95,1.48,0.0,981.9,174,1.8,0.18,79
2020,1,10,10,0,-0.3,-158,49.7,-2.3,121,0,0,121,1.38,0.0,982.1,183,1.9,0.18,74
2020,1,10,11,0,0.4,-173,62.7,-2.0,107,0,0,107,1.32,0.0,982.1,191,1.8,0.18,72
2020,1,10,12,0,1.1,173,63.3,-1.6,105,0,0,105,1.32,0.0,982.0,180,1.3,0.18,72
2020,1,10,13,0,1.9,159,50.3,-1.1,118,0,0,118,1.32,0.0,981.8,160,1.2,0.18,74
2020,1,10,14,0,1.9,145,44.5,-0.7,86,0,0,86,1.31,0.0,981.6,164,1.7,0.18,79
2020,1,10,15,0,1.1,133,16.3,-0.9,37,57,5,42,1.3,0.0,981.9,170,1.9,0.18,85
