#Meteo hourly data
#Site, Solcast_site_16.377522_49.101445
#Country, Czechia
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 49.1014
#Longitude, 16.3775
#Altitude, 212
#Time Zone, 1.0
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
2021,1,12,18,0,-0.0,100,66.8,-0.6,0,0,0,0,1.15,6.2,967.2,225,3.8,0.29,111
2021,1,12,19,0,0.4,89,50.1,-0.3,0,0,0,0,1.15,6.2,966.7,246,4.1,0.29,121
2021,1,12,20,0,0.7,76,49.1,-0.2,0,0,0,0,1.13,6.1,966.6,260,4.2,0.29,130
2021,1,12,21,0,0.9,61,54.8,-0.2,0,0,0,0,1.09,6.1,966.6,271,4.3,0.29,139
2021,1,12,22,0,1.1,42,60.5,0.1,0,0,0,0,1.01,6.0,967.0,281,4.9,0.29,147
2021,1,12,23,0,0.9,16,64.7,-0.6,0,0,0,0,0.89,5.8,967.7,301,5.6,0.29,152
2021,1,13,0,0,-0.2,-14,29.9,-2.7,0,0,0,0,0.71,5.8,968.2,308,5.6,0.34,152
2021,1,13,1,0,-1.3,-40,9.2,-4.1,0,0,0,0,0.62,5.9,968.8,299,5.3,0.34,147
2021,1,13,2,0,-1.7,-60,15.2,-4.3,0,0,0,0,0.51,5.9,969.5,300,5.8,0.34,140
2021,1,13,3,0,-1.9,-75,7.6,-4.7,0,0,0,0,0.39,5.9,970.0,303,6.0,0.34,131
2021,1,13,4,0,-2.3,-88,1.1,-5.1,0,0,0,0,0.45,5.9,970.5,303,6.3,0.34,121
2021,1,13,5,0,-2.2,-99,4.3,-5.0,0,0,0,0,0.51,5.9,970.9,300,6.6,0.34,111
2021,1,13,6,0,-2.0,-110,9.9,-4.7,0,0,0,0,0.51,5.9,971.3,299,6.5,0.34,102
2021,1,13,7,0,-1.8,-120,0.3,-4.4,1,3,0,1,0.52,5.9,971.7,299,6.5,0.34,93
2021,1,13,8,0,-1.5,-132,26.0,-4.3,39,30,4,43,0.56,5.9,971.9,297,7.0,0.34,85
2021,1,13,9,0,-0.7,-144,19.9,-4.0,84,253,54,139,0.59,5.8,972.0,295,8.1,0.34,79
2021,1,13,10,0,0.1,-158,33.0,-3.7,148,99,26,174,0.59,5.7,972.3,295,9.0,0.34,74
2021,1,13,11,0,0.5,-172,21.9,-3.5,164,243,78,243,0.58,5.7,972.3,296,8.8,0.34,71
2021,1,13,12,0,0.7,173,48.6,-3.3,161,1,0,161,0.58,5.4,972.2,292,8.4,0.34,71
2021,1,13,13,0,0.7,159,53.3,-3.3,124,0,0,124,0.6,5.2,972.0,288,8.0,0.34,74
2021,1,13,14,0,0.5,145,27.7,-3.4,96,165,29,125,0.64,5.2,971.9,285,7.2,0.34,78
2021,1,13,15,0,-0.3,133,27.6,-3.4,35,163,21,56,0.68,5.0,971.9,280,6.4,0.34,85
2021,1,13,16,0,-0.9,121,54.0,-3.3,1,0,0,1,0.72,4.9,971.6,274,5.8,0.34,92
2021,1,13,17,0,-1.0,110,63.9,-3.2,0,0,0,0,0.74,4.9,971.2,273,5.6,0.34,101
2021,1,13,18,0,-0.8,100,62.5,-3.6,0,0,0,0,0.73,4.9,970.8,271,5.6,0.34,111
2021,1,13,19,0,-1.0,88,68.2,-4.1,0,0,0,0,0.7,4.9,970.5,269,5.5,0.34,120
2021,1,13,20,0,-1.4,76,66.1,-4.4,0,0,0,0,0.69,4.9,970.0,270,5.2,0.34,130
2021,1,13,21,0,-1.7,61,54.0,-4.6,0,0,0,0,0.67,4.9,969.4,267,5.1,0.34,139
2021,1,13,22,0,-1.9,42,48.2,-4.8,0,0,0,0,0.65,4.9,968.6,266,5.0,0.34,147
2021,1,13,23,0,-2.1,16,58.0,-5.1,0,0,0,0,0.65,4.9,967.5,270,5.1,0.34,152
2021,1,14,0,0,-2.0,-14,74.0,-4.6,0,0,0,0,0.7,6.0,966.6,276,5.6,0.36,152
2021,1,14,1,0,-1.5,-40,79.0,-3.7,0,0,0,0,0.72,7.1,966.0,281,6.1,0.36,147
2021,1,14,2,0,-1.4,-60,60.2,-3.6,0,0,0,0,0.67,7.1,965.5,285,6.1,0.36,140
2021,1,14,3,0,-1.6,-75,52.6,-3.7,0,0,0,0,0.61,7.1,965.2,293,5.9,0.36,131
2021,1,14,4,0,-1.7,-88,21.1,-4.3,0,0,0,0,0.54,7.1,965.3,301,5.9,0.36,121
2021,1,14,5,0,-2.3,-99,48.9,-5.1,0,0,0,0,0.49,7.1,965.6,305,6.4,0.36,111
2021,1,14,6,0,-2.7,-109,27.8,-5.3,0,0,0,0,0.52,7.1,966.3,306,6.2,0.36,102
2021,1,14,7,0,-2.8,-120,18.0,-5.1,1,0,0,1,0.57,7.1,967.1,304,5.6,0.36,93
2021,1,14,8,0,-2.4,-132,60.2,-4.9,24,0,0,24,0.59,7.1,967.7,302,5.5,0.36,85
2021,1,14,9,0,-1.7,-144,66.0,-4.4,54,0,0,54,0.59,7.1,968.5,307,5.5,0.36,78
2021,1,14,10,0,-0.8,-158,62.6,-4.0,98,0,0,98,0.57,7.0,969.4,321,5.6,0.36,74
2021,1,14,11,0,-0.4,-172,37.2,-3.8,184,38,12,196,0.54,6.9,970.5,333,6.2,0.36,71
2021,1,14,12,0,-0.2,173,36.3,-3.9,196,17,5,201,0.53,6.8,971.5,331,6.6,0.36,71
2021,1,14,13,0,-0.2,159,40.3,-4.0,160,8,3,163,0.55,6.7,972.1,325,7.1,0.36,73
2021,1,14,14,0,-0.4,145,35.2,-4.0,109,23,4,113,0.56,6.7,972.6,323,6.8,0.36,78
2021,1,14,15,0,-0.8,133,8.6,-4.1,39,222,24,63,0.55,6.7,973.3,320,6.0,0.36,84
2021,1,14,16,0,-1.6,121,31.4,-4.2,2,0,0,2,0.53,6.7,974.1,319,5.4,0.36,92
2021,1,14,17,0,-2.2,110,40.8,-4.4,0,0,0,0,0.52,6.7,974.9,321,5.2,0.36,101
2021,1,14,18,0,-2.8,100,42.4,-4.8,0,0,0,0,0.57,6.7,975.7,319,4.8,0.36,111
2021,1,14,19,0,-3.3,88,3.8,-5.2,0,0,0,0,0.64,6.7,976.3,314,4.7,0.36,120
2021,1,14,20,0,-3.3,76,15.2,-5.3,0,0,0,0,0.66,6.7,976.5,312,5.1,0.36,130
2021,1,14,21,0,-3.0,61,48.2,-5.2,0,0,0,0,0.68,6.7,976.6,308,5.5,0.36,139
2021,1,14,22,0,-2.7,42,46.1,-5.0,0,0,0,0,0.68,6.7,976.5,308,5.8,0.36,147
2021,1,14,23,0,-2.6,16,46.4,-4.9,0,0,0,0,0.66,6.7,976.5,314,5.8,0.36,151
2021,1,15,0,0,-3.0,-14,46.3,-4.9,0,0,0,0,0.65,7.3,976.5,316,5.0,0.36,152
2021,1,15,1,0,-3.6,-40,53.3,-5.2,0,0,0,0,0.65,7.9,976.4,312,4.1,0.36,147
2021,1,15,2,0,-4.0,-60,45.4,-5.5,0,0,0,0,0.66,7.9,976.6,313,3.5,0.36,140
2021,1,15,3,0,-4.5,-75,44.3,-5.9,0,0,0,0,0.66,7.9,976.9,317,3.0,0.36,131
2021,1,15,4,0,-4.8,-87,44.4,-6.3,0,0,0,0,0.66,7.9,977.1,320,2.8,0.36,121
2021,1,15,5,0,-5.0,-99,45.0,-6.5,0,0,0,0,0.65,7.9,977.2,321,2.5,0.36,111
2021,1,15,6,0,-5.2,-109,50.1,-6.6,0,0,0,0,0.63,7.9,977.5,315,2.5,0.36,102
2021,1,15,7,0,-5.2,-120,48.6,-6.6,1,0,0,1,0.61,7.9,978.0,313,2.8,0.36,93
2021,1,15,8,0,-4.7,-132,42.1,-6.2,38,0,0,38,0.61,7.9,978.7,320,3.0,0.36,85
2021,1,15,9,0,-3.5,-144,53.4,-5.4,80,0,0,80,0.61,7.9,979.2,327,3.2,0.36,78
2021,1,15,10,0,-2.2,-158,62.2,-4.7,99,0,0,99,0.61,7.9,979.6,330,3.6,0.36,74
2021,1,15,11,0,-1.4,-172,67.1,-4.2,102,0,0,102,0.62,7.7,979.7,331,3.9,0.36,71
2021,1,15,12,0,-0.8,173,67.6,-3.9,102,0,0,102,0.64,7.4,979.2,330,3.6,0.36,71
2021,1,15,13,0,-0.5,159,52.1,-3.8,126,0,0,126,0.66,7.1,978.8,328,3.7,0.36,73
2021,1,15,14,0,-0.8,145,46.4,-3.9,95,0,0,95,0.66,7.1,978.7,328,3.6,0.36,78
2021,1,15,15,0,-1.6,133,45.5,-4.0,43,0,0,43,0.66,7.1,978.9,320,3.0,0.36,84
2021,1,15,16,0,-2.4,121,69.8,-4.2,1,0,0,1,0.65,7.1,979.3,307,2.9,0.36,92
2021,1,15,17,0,-2.8,110,56.4,-4.4,0,0,0,0,0.62,7.1,979.5,309,3.6,0.36,101
2021,1,15,18,0,-3.1,99,44.8,-4.8,0,0,0,0,0.59,7.1,979.7,317,4.0,0.36,110
2021,1,15,19,0,-3.5,88,39.3,-5.2,0,0,0,0,0.57,7.1,980.1,319,3.9,0.36,120
2021,1,15,20,0,-4.0,76,57.5,-5.7,0,0,0,0,0.55,7.1,980.6,319,3.8,0.36,130
2021,1,15,21,0,-4.4,61,58.7,-6.1,0,0,0,0,0.51,7.1,981.1,321,3.7,0.36,139
2021,1,15,22,0,-4.7,42,52.0,-6.5,0,0,0,0,0.48,7.1,981.5,322,3.8,0.36,147
2021,1,15,23,0,-5.1,16,51.7,-7.0,0,0,0,0,0.46,7.1,981.8,322,4.0,0.36,151
2021,1,16,0,0,-5.2,-13,55.3,-7.0,0,0,0,0,0.47,7.2,981.7,319,4.2,0.37,151
2021,1,16,1,0,-4.9,-39,53.0,-6.7,0,0,0,0,0.49,7.4,981.4,315,4.2,0.37,147
2021,1,16,2,0,-4.8,-59,48.2,-6.7,0,0,0,0,0.51,7.4,981.3,317,4.2,0.37,140
2021,1,16,3,0,-5.0,-75,65.0,-6.9,0,0,0,0,0.52,7.4,981.3,317,3.7,0.37,131
2021,1,16,4,0,-5.2,-87,71.1,-7.0,0,0,0,0,0.53,7.4,981.5,314,3.2,0.37,121
2021,1,16,5,0,-5.1,-98,79.4,-7.1,0,0,0,0,0.53,7.4,981.9,314,3.4,0.37,111
2021,1,16,6,0,-5.1,-109,79.2,-7.3,0,0,0,0,0.5,7.4,982.0,317,4.1,0.37,102
2021,1,16,7,0,-5.6,-120,69.2,-8.0,1,0,0,1,0.48,7.4,981.9,319,5.0,0.37,93
2021,1,16,8,0,-6.0,-131,55.5,-8.8,30,0,0,30,0.46,7.4,981.9,319,5.9,0.37,85
2021,1,16,9,0,-5.9,-144,47.3,-9.0,95,0,0,95,0.47,7.4,982.0,320,6.3,0.37,78
2021,1,16,10,0,-5.3,-157,52.9,-8.7,128,0,0,128,0.48,7.4,982.0,319,6.4,0.37,73
2021,1,16,11,0,-4.8,-172,33.1,-8.5,192,77,26,218,0.48,7.4,982.1,317,6.4,0.37,71
2021,1,16,12,0,-4.7,173,19.2,-8.5,165,298,99,264,0.49,7.4,981.7,314,5.9,0.37,71
2021,1,16,13,0,-4.8,159,42.7,-8.6,143,63,20,163,0.49,7.4,981.0,312,5.4,0.37,73
2021,1,16,14,0,-4.8,145,59.8,-8.5,75,0,0,75,0.51,7.4,980.4,310,5.2,0.37,78
2021,1,16,15,0,-4.9,133,54.7,-8.4,36,0,0,36,0.53,7.4,980.2,307,4.8,0.37,84
2021,1,16,16,0,-5.2,121,63.4,-8.3,1,0,0,1,0.54,7.4,980.3,304,4.3,0.37,92
2021,1,16,17,0,-5.5,110,64.7,-8.4,0,0,0,0,0.55,7.4,980.2,303,4.1,0.37,101
2021,1,16,18,0,-5.6,99,68.7,-8.6,0,0,0,0,0.57,7.4,979.7,299,4.2,0.37,110
2021,1,16,19,0,-5.6,88,74.8,-8.6,0,0,0,0,0.58,7.4,979.1,297,4.6,0.37,120
2021,1,16,20,0,-5.4,76,71.6,-8.5,0,0,0,0,0.58,7.4,978.6,296,5.2,0.37,130
2021,1,16,21,0,-5.5,61,66.3,-8.6,0,0,0,0,0.57,7.2,978.4,298,5.4,0.37,139
2021,1,16,22,0,-5.7,41,61.3,-8.7,0,0,0,0,0.57,7.1,978.4,304,5.2,0.37,146
2021,1,16,23,0,-5.8,16,55.5,-8.7,0,0,0,0,0.56,7.1,977.9,306,5.3,0.37,151
2021,1,17,0,0,-6.0,-13,55.1,-8.8,0,0,0,0,0.55,7.2,977.0,307,5.5,0.38,151
2021,1,17,1,0,-6.1,-39,55.6,-8.9,0,0,0,0,0.54,7.4,976.3,309,5.6,0.38,147
2021,1,17,2,0,-6.2,-59,54.4,-9.0,0,0,0,0,0.52,7.2,976.0,309,5.9,0.38,140
2021,1,17,3,0,-6.2,-74,52.4,-9.1,0,0,0,0,0.5,7.1,975.8,310,6.3,0.38,131
2021,1,17,4,0,-6.3,-87,46.1,-9.2,0,0,0,0,0.48,7.1,975.7,315,6.0,0.38,121
2021,1,17,5,0,-6.6,-98,34.9,-9.3,0,0,0,0,0.45,7.1,975.6,318,5.3,0.38,111
2021,1,17,6,0,-7.3,-109,29.2,-9.7,0,0,0,0,0.44,7.1,975.7,318,4.2,0.38,102
2021,1,17,7,0,-8.0,-120,39.8,-10.1,1,0,0,1,0.44,7.1,976.0,318,3.5,0.38,93
2021,1,17,8,0,-7.7,-131,44.2,-9.9,38,0,0,38,0.43,7.1,976.4,321,3.3,0.38,85
2021,1,17,9,0,-6.6,-144,45.6,-9.3,97,0,0,97,0.42,7.1,976.8,329,3.0,0.38,78
2021,1,17,10,0,-5.4,-157,17.8,-8.6,136,296,87,223,0.42,7.0,977.2,337,2.7,0.38,73
2021,1,17,11,0,-4.5,-172,14.5,-8.1,156,358,119,275,0.42,6.9,977.4,344,2.3,0.38,71
2021,1,17,12,0,-3.9,173,47.9,-7.8,169,1,0,169,0.43,6.9,977.6,340,2.4,0.38,70
2021,1,17,13,0,-3.8,159,39.2,-7.5,168,0,0,168,0.45,6.9,977.9,333,2.7,0.38,73
2021,1,17,14,0,-4.0,145,44.8,-7.4,103,7,2,105,0.45,6.9,978.2,330,2.7,0.38,77
2021,1,17,15,0,-5.0,133,29.8,-7.5,47,44,6,53,0.44,6.9,978.6,328,2.5,0.38,84
2021,1,17,16,0,-6.2,121,55.5,-8.1,2,0,0,2,0.43,6.9,979.2,329,2.2,0.38,92
2021,1,17,17,0,-7.0,110,53.2,-8.8,0,0,0,0,0.42,6.9,979.8,338,1.9,0.38,101
2021,1,17,18,0,-7.6,99,46.0,-9.5,0,0,0,0,0.41,6.9,980.4,346,1.7,0.38,110
2021,1,17,19,0,-8.2,88,28.7,-10.1,0,0,0,0,0.41,6.9,980.8,354,1.4,0.38,120
2021,1,17,20,0,-8.5,76,29.5,-10.4,0,0,0,0,0.42,6.9,981.2,349,1.2,0.38,129
2021,1,17,21,0,-8.8,61,42.1,-10.6,0,0,0,0,0.43,6.9,981.7,335,1.1,0.38,138
2021,1,17,22,0,-9.0,41,41.6,-10.8,0,0,0,0,0.44,6.9,982.0,327,0.9,0.38,146
2021,1,17,23,0,-9.2,16,40.7,-11.0,0,0,0,0,0.44,6.9,982.3,323,0.8,0.38,151
2021,1,18,0,0,-9.3,-13,38.0,-10.9,0,0,0,0,0.45,6.9,982.2,306,1.0,0.37,151
2021,1,18,1,0,-9.3,-39,36.9,-10.9,0,0,0,0,0.45,6.9,982.0,297,1.3,0.37,147
2021,1,18,2,0,-9.4,-59,46.6,-11.1,0,0,0,0,0.44,6.9,981.9,300,1.4,0.37,139
2021,1,18,3,0,-9.5,-74,44.3,-11.3,0,0,0,0,0.42,6.9,981.7,302,1.4,0.37,130
2021,1,18,4,0,-9.5,-87,38.9,-11.4,0,0,0,0,0.41,6.9,981.5,304,1.4,0.37,121
2021,1,18,5,0,-9.6,-98,23.5,-11.5,0,0,0,0,0.42,6.9,981.3,305,1.3,0.37,111
2021,1,18,6,0,-9.8,-109,23.9,-11.7,0,0,0,0,0.46,6.9,981.3,305,1.1,0.37,102
2021,1,18,7,0,-9.8,-120,38.9,-11.7,1,0,0,1,0.51,6.9,981.2,311,0.9,0.37,93
2021,1,18,8,0,-9.0,-131,46.8,-11.1,23,40,4,27,0.54,6.9,981.3,314,1.0,0.37,85
2021,1,18,9,0,-7.5,-144,82.1,-9.9,35,0,0,35,0.57,6.9,981.7,307,0.9,0.37,78
2021,1,18,10,0,-6.0,-157,74.4,-8.8,69,0,0,69,0.65,6.9,982.1,293,0.9,0.37,73
2021,1,18,11,0,-4.8,-172,68.0,-7.6,102,0,0,102,0.74,6.9,982.1,282,1.1,0.37,70
2021,1,18,12,0,-3.9,173,67.3,-6.3,104,0,0,104,0.79,6.9,981.6,276,1.4,0.37,70
2021,1,18,13,0,-3.2,159,61.5,-5.1,105,0,0,105,0.79,6.9,981.0,262,1.1,0.37,73
2021,1,18,14,0,-2.7,145,56.4,-4.2,78,0,0,78,0.81,6.9,980.6,209,0.7,0.37,77
2021,1,18,15,0,-2.8,133,43.4,-3.6,42,0,0,42,0.82,7.0,980.6,181,0.8,0.37,84
2021,1,18,16,0,-3.1,121,45.6,-3.7,2,0,0,2,0.8,7.5,980.8,195,0.6,0.37,91
2021,1,18,17,0,-3.6,110,37.7,-4.3,0,0,0,0,0.8,7.9,981.2,236,0.7,0.37,100
2021,1,18,18,0,-3.4,99,45.6,-4.2,0,0,0,0,0.8,7.9,981.5,266,1.6,0.37,110
2021,1,18,19,0,-2.4,88,47.9,-3.5,0,0,0,0,0.8,7.9,981.3,281,2.7,0.37,120
2021,1,18,20,0,-1.9,76,47.2,-3.5,0,0,0,0,0.82,7.9,981.0,286,3.5,0.37,129
2021,1,18,21,0,-1.8,61,69.0,-3.5,0,0,0,0,0.85,7.9,980.9,283,3.9,0.37,138
2021,1,18,22,0,-1.5,41,77.2,-3.2,0,0,0,0,0.89,7.9,981.0,278,3.9,0.37,146
2021,1,18,23,0,-0.8,16,82.1,-2.5,0,0,0,0,0.92,7.9,981.1,273,4.2,0.37,151
2021,1,19,0,0,-0.5,-13,79.7,-2.1,0,0,0,0,0.92,7.9,980.8,271,4.4,0.38,151
2021,1,19,1,0,-0.4,-38,79.9,-2.0,0,0,0,0,0.92,7.9,980.2,270,4.3,0.38,147
2021,1,19,2,0,-0.4,-59,65.6,-2.0,0,0,0,0,0.92,7.9,979.9,271,4.5,0.38,139
2021,1,19,3,0,-0.2,-74,77.2,-1.8,0,0,0,0,0.93,7.9,979.7,272,4.7,0.38,130
2021,1,19,4,0,-0.1,-87,68.4,-1.8,0,0,0,0,0.93,7.9,979.6,275,4.9,0.38,121
2021,1,19,5,0,-0.0,-98,76.7,-1.8,0,0,0,0,0.93,7.9,979.5,277,4.8,0.38,111
2021,1,19,6,0,-0.1,-109,85.7,-2.2,0,0,0,0,0.91,7.9,979.4,275,4.4,0.38,101
2021,1,19,7,0,-0.6,-119,66.8,-2.7,1,0,0,1,0.86,7.9,979.2,270,4.1,0.38,92
2021,1,19,8,0,-0.6,-131,65.4,-2.8,21,0,0,21,0.83,7.9,979.2,269,3.9,0.38,84
2021,1,19,9,0,-0.1,-143,74.7,-2.6,48,0,0,48,0.84,7.9,979.4,272,4.1,0.38,78
2021,1,19,10,0,0.6,-157,53.1,-2.1,133,0,0,133,0.85,7.5,979.2,266,4.1,0.38,73
2021,1,19,11,0,1.1,-172,42.5,-1.8,191,0,0,191,0.81,6.9,978.5,254,3.7,0.38,70
2021,1,19,12,0,1.3,174,44.8,-1.7,186,0,0,186,0.8,6.6,977.4,234,3.2,0.38,70
2021,1,19,13,0,1.4,159,54.2,-1.6,133,0,0,133,0.87,6.3,976.3,213,3.3,0.38,72
2021,1,19,14,0,1.1,145,52.1,-1.8,96,0,0,96,0.9,5.8,975.5,194,3.6,0.38,77
2021,1,19,15,0,0.5,133,40.1,-2.2,51,2,0,52,0.91,5.6,974.7,184,3.7,0.38,83
2021,1,19,16,0,-0.2,121,81.0,-2.3,1,0,0,1,1.0,5.6,974.2,189,3.8,0.38,91
2021,1,19,17,0,-0.5,110,85.8,-1.9,0,0,0,0,1.19,5.8,974.0,199,4.0,0.38,100
2021,1,19,18,0,-0.5,99,86.4,-1.1,0,0,0,0,1.36,6.3,973.5,212,4.1,0.38,110
2021,1,19,19,0,0.0,88,88.6,-0.3,0,0,0,0,1.43,6.9,972.9,224,4.0,0.38,119
2021,1,19,20,0,0.7,76,87.6,0.5,0,0,0,0,1.49,7.1,972.6,232,3.3,0.38,129
2021,1,19,21,0,1.5,61,80.9,1.1,0,0,0,0,1.53,6.9,972.3,240,3.2,0.38,138
2021,1,19,22,0,2.2,41,86.1,1.7,0,0,0,0,1.5,6.6,972.3,248,3.6,0.38,146
2021,1,19,23,0,2.6,16,79.7,1.9,0,0,0,0,1.43,6.4,972.7,261,3.6,0.38,150
2021,1,20,0,0,2.6,-12,71.7,1.8,0,0,0,0,1.38,6.5,973.0,263,3.0,0.37,151
2021,1,20,1,0,2.4,-38,65.3,1.6,0,0,0,0,1.37,6.6,972.9,256,2.5,0.37,147
2021,1,20,2,0,2.3,-58,56.7,1.5,0,0,0,0,1.32,6.2,972.9,257,2.4,0.37,139
2021,1,20,3,0,1.8,-74,39.6,0.9,0,0,0,0,1.23,6.1,973.0,255,1.9,0.37,130
2021,1,20,4,0,1.0,-86,33.4,-0.0,0,0,0,0,1.16,6.1,973.2,248,1.5,0.37,121
2021,1,20,5,0,0.6,-98,33.6,-0.6,0,0,0,0,1.08,6.1,973.5,238,1.5,0.37,111
2021,1,20,6,0,0.3,-108,39.1,-1.2,0,0,0,0,0.99,6.1,973.6,242,1.6,0.37,101
2021,1,20,7,0,0.1,-119,27.3,-1.9,2,0,0,2,0.92,6.1,973.7,245,1.5,0.37,92
2021,1,20,8,0,0.5,-131,15.3,-2.0,34,247,32,66,0.92,6.1,973.8,229,1.4,0.37,84
2021,1,20,9,0,1.4,-143,10.9,-1.2,82,400,86,168,0.95,5.9,973.9,189,1.4,0.37,78
2021,1,20,10,0,2.3,-157,8.9,-0.0,102,520,154,256,0.98,5.5,974.0,159,1.8,0.37,73
2021,1,20,11,0,2.8,-171,7.9,1.0,109,578,198,306,1.0,5.2,974.0,152,2.0,0.37,70
2021,1,20,12,0,2.9,174,6.5,1.3,103,610,210,313,1.04,5.0,973.6,151,1.9,0.37,70
2021,1,20,13,0,2.8,159,24.3,1.4,160,188,60,220,1.07,4.7,972.8,146,1.9,0.37,72
2021,1,20,14,0,2.4,145,26.9,1.3,128,90,18,146,1.04,4.6,972.3,137,1.9,0.37,77
2021,1,20,15,0,1.6,132,0.3,0.7,32,427,56,88,0.94,4.6,972.1,131,2.0,0.37,83
2021,1,20,16,0,0.6,121,13.1,-0.2,4,21,2,6,0.88,4.6,972.2,127,2.0,0.37,91
2021,1,20,17,0,-0.2,110,49.3,-1.1,0,0,0,0,0.89,4.6,972.4,117,2.0,0.37,100
2021,1,20,18,0,-0.6,99,49.5,-1.5,0,0,0,0,0.93,4.6,972.3,119,2.0,0.37,109
2021,1,20,19,0,-0.9,88,52.9,-1.8,0,0,0,0,0.96,4.6,971.9,114,1.8,0.37,119
2021,1,20,20,0,-1.1,76,61.7,-1.8,0,0,0,0,1.0,4.6,971.4,91,1.8,0.37,129
2021,1,20,21,0,-0.6,61,47.1,-1.0,0,0,0,0,1.04,4.6,971.2,92,2.2,0.37,138
2021,1,20,22,0,0.5,41,45.7,0.2,0,0,0,0,1.02,4.3,971.2,104,2.8,0.37,145
2021,1,20,23,0,1.1,16,51.5,0.8,0,0,0,0,1.0,4.1,970.7,111,3.4,0.37,150
2021,1,21,0,0,1.4,-12,69.6,1.2,0,0,0,0,1.08,5.1,969.8,115,4.0,0.34,151
2021,1,21,1,0,1.6,-38,66.7,1.4,0,0,0,0,1.16,5.9,969.1,119,4.0,0.34,146
2021,1,21,2,0,1.6,-58,38.9,1.4,0,0,0,0,1.08,5.6,968.7,118,3.5,0.34,139
2021,1,21,3,0,1.6,-73,24.9,1.4,0,0,0,0,0.94,5.4,968.3,113,3.4,0.34,130
2021,1,21,4,0,1.7,-86,32.1,1.4,0,0,0,0,0.86,5.1,967.9,109,3.7,0.34,121
2021,1,21,5,0,1.7,-97,40.9,1.4,0,0,0,0,0.83,5.0,967.6,108,3.9,0.34,111
2021,1,21,6,0,1.6,-108,56.0,1.2,0,0,0,0,0.8,4.7,967.6,120,3.2,0.34,101
2021,1,21,7,0,1.4,-119,44.9,1.0,2,5,0,2,0.78,4.6,967.7,133,2.3,0.34,92
2021,1,21,8,0,1.3,-131,41.1,1.1,36,10,1,37,0.81,4.6,968.1,148,1.4,0.34,84
2021,1,21,9,0,1.5,-143,68.7,1.2,57,0,0,57,0.85,4.3,968.6,203,0.6,0.34,77
2021,1,21,10,0,1.7,-157,63.0,1.3,104,0,0,104,0.87,3.9,968.5,114,0.3,0.34,73
2021,1,21,11,0,2.2,-171,56.5,1.4,147,0,0,147,0.89,3.7,968.1,135,1.3,0.34,70
2021,1,21,12,0,2.4,174,49.9,1.3,171,0,0,171,0.91,3.3,967.9,152,1.8,0.34,70
2021,1,21,13,0,2.4,159,33.2,1.2,146,160,49,195,0.91,3.0,967.8,163,1.7,0.34,72
2021,1,21,14,0,2.1,145,29.7,1.0,126,87,17,143,0.9,3.0,967.9,158,1.1,0.34,77
2021,1,21,15,0,1.5,132,4.6,0.6,38,379,52,90,0.87,3.0,968.2,119,1.5,0.34,83
2021,1,21,16,0,0.4,121,23.6,-0.4,5,6,0,6,0.93,3.0,968.3,109,2.1,0.34,91
2021,1,21,17,0,-0.5,110,18.4,-1.2,0,0,0,0,1.09,3.0,968.1,96,1.7,0.34,100
2021,1,21,18,0,-0.5,99,42.0,-1.1,0,0,0,0,1.17,3.0,968.1,47,1.0,0.34,109
2021,1,21,19,0,-0.6,88,58.3,-1.2,0,0,0,0,1.15,3.0,968.0,17,1.5,0.34,119
2021,1,21,20,0,-0.9,75,60.6,-1.7,0,0,0,0,1.12,3.0,967.6,26,1.9,0.34,129
2021,1,21,21,0,-1.0,61,42.4,-1.8,0,0,0,0,1.09,3.0,967.2,43,2.1,0.34,138
2021,1,21,22,0,-0.7,41,76.1,-1.5,0,0,0,0,1.06,3.0,966.7,63,2.5,0.34,145
2021,1,21,23,0,-0.1,16,78.0,-0.7,0,0,0,0,1.03,3.0,965.8,80,2.9,0.34,150
2021,1,22,0,0,1.0,-12,75.5,0.7,0,0,0,0,1.03,3.6,964.5,98,2.7,0.31,150
2021,1,22,1,0,1.8,-38,89.2,1.6,0,0,0,0,1.05,4.1,963.4,116,2.4,0.31,146
2021,1,22,2,0,1.7,-58,94.4,1.5,0,0,0,0,1.07,3.9,962.8,125,2.4,0.31,139
2021,1,22,3,0,1.7,-73,95.8,1.5,0,0,0,0,1.09,3.7,962.1,135,2.4,0.31,130
2021,1,22,4,0,1.7,-86,94.9,1.5,0,0,0,0,1.14,3.5,961.8,143,2.0,0.31,120
2021,1,22,5,0,1.6,-97,97.0,1.4,0,0,0,0,1.21,3.4,961.8,157,1.3,0.31,111
2021,1,22,6,0,1.5,-108,96.3,1.3,0,0,0,0,1.28,3.2,961.8,192,0.8,0.31,101
2021,1,22,7,0,1.7,-119,97.0,1.3,0,0,0,0,1.34,3.1,961.9,204,0.9,0.31,92
2021,1,22,8,0,1.9,-130,78.6,1.6,21,0,0,21,1.38,3.1,962.1,181,1.2,0.31,84
2021,1,22,9,0,2.2,-143,63.5,1.9,66,0,0,66,1.42,3.1,962.3,167,1.5,0.31,77
